archetype,deck,list_id,source,date,event,pilot,camp,category,confidence,regime,origin,verifier,verdict,reason,verifier_reason
jeskai,UWr Control,modern-league-2026-07-0110847#Ivc,mtgo,2026-07-01,Modern League,Ivc,,false-negative,medium,post,pass3,keep,"in: the sweeper slot is Wrath, Supreme Verdict, Terminus or Temporary Lockdown; control adapts its sweeper","angle 1: Card for card 16341 (Ivc's shape), no Wrath. Proposed rule: Same sweeper rule as 10962; exactly 23 in, 0 out.","(1) The store has exactly one Ivc list on 2026-07-01 in the Modern League, and it is id 19149, archetype None, 60 cards. (2) Its mainboard is identical to 16341, entry for entry: 4 Teferi, Time Raveler, 4 Narset, Parter of Veils, 4 Orim's Chant, 4 Thundertrap Trainer, 4 Suppression Ray, 4 Solitude, 4 Prismatic Ending, 3 Temporary Lockdown, 3 Stock Up, 3 Lorien Revealed, 2 Day's Undoing, 2 Sink into Stupor, 1 Supreme Verdict, 18 lands; Wrath of the Skies is 0 in main and 0 in side. Only the sideboard differs from 16341 (Soul-Guide Lantern 4 for 2 and no Wear/Tear), which membership never reads. (3) The rule as written turns it away on the core alone: _holds_core is False because Wrath is a signature card, so the list is invisible even to the fall-out (empty); everything else passes, with four of the seven supporting engines held (Narset, Day's Undoing, Orim's Chant, Thundertrap Trainer), no off-colour spell against UWR, and none of the eight excluded engines. (4) No ruling names Ivc, 19149 or Temporary Lockdown; the UWr Control ruling's letter puts Wrath in the core, but its stated principle is that control adapts its interaction to the meta and that Azorius and Jeskai are one deck, and it names the exact draw engines this list runs. The population already holds the same Trainer plus Suppression Ray shape with Wrath (grenzos 21698 and 22219, ChaoticMTG 23089 and 11577), so this is the deck's shell on a different sweeper (3 Lockdown, 1 Verdict), not another deck. Whether Wrath is core or supporting is the pilot's call, the same call 10962 raises. (5) Re-measured with the sweeper form (Teferi with any of Wrath, Terminus, Supreme Verdict or Temporary Lockdown, supporting tier, colours and engines unchanged) over the store and paper lists: exactly 23 in (21 MTGO, 2 paper), 0 out, 0 lists moving between other archetypes; 19149 is among the 23, as are all seven of Ivc's league lists."
jeskai,UWr Control,modern-challenge-64-2026-07-0212846455#JakeTMS,mtgo,2026-07-02,Modern Challenge 64,JakeTMS,,false-negative,medium,post,pass3,keep,"in: Wan Shi Tong is supporting, an engine 15% of members already run","angle 1: 28th. 3 Teferi, 2 Wrath of the Skies, 4 Counterspell, 4 Prismatic Ending, 4 Solitude, 4 Relic, 3 Spell Snare, 2 Force of Negation with 4 Loki, God of Mischief, 4 Mishra's Bauble and 2 Wan Shi Tong as the engine; nothing off-colour. Fallout 'supporting'. Loki sits in 0 members, so this is the weakest of the five; it comes in on Wan Shi Tong. Proposed rule: Add 'Wan Shi Tong, Librarian' to the jeskai supporting tier (exactly 5 in, 0 out). Loki alone would move exactly this list and nothing else.","Re-read from the store: list 8403 is JakeTMS, Modern Challenge 64, 2026-07-02, 28th, archetype None, a 60-card mainboard. Every quoted card and count matches: 3 Teferi, Time Raveler, 2 Wrath of the Skies, 4 Counterspell, 4 Prismatic Ending, 4 Solitude, 4 Relic of Progenitus, 3 Spell Snare, 2 Force of Negation, 4 Loki, God of Mischief, 4 Mishra's Bauble, 2 Wan Shi Tong, Librarian, plus 26 lands (one Steam Vents beside no red spell). Off-colour spells against UWR: none. classify.fallout returns exactly [('jeskai', 'supporting')]: the list holds both signature cards, trips no excluded engine, passes the splash line, and holds none of the seven supporting engines, so the rule as written turns it away for that reason alone. No adopted ruling places this list: the UWr Control entry names seven engines and counts, not lists, and Grinding Station's Loki reading needs Station, Emry and Cam, which this list lacks; a Teferi and Wrath control list on Counterspell, Snare, Solitude and Ending is the shell the ruling describes, so it is a genuine false negative on the engine list rather than a re-litigation. Re-measured over the store and the paper lists with the supporting tier patched: adding Wan Shi Tong, Librarian admits exactly 5 (7547 GWT 19th, 8290 phillydrew215 3rd, 8403, 20141 phillydrew215 league, olivierruelmailfert's Pro Tour list), 0 members leave, no other deck changes; adding Loki alone admits exactly 8403 and nothing else; both together give the same 5. Loki sits in 0 of the 477 current members and Wan Shi Tong in 72, confirming the finder's framing that this is the weakest of the five and enters on 2 Wan Shi Tong while its real engine is the Loki, Bauble and Relic package. Whether an eighth engine joins the pilot's seven is his call, but every factual claim in the candidate holds."
jeskai,UWr Control,modern-league-2026-07-1010847#Curryvore,mtgo,2026-07-10,Modern League,Curryvore,,false-negative,medium,post,pass3,keep,"in: the sweeper slot is Wrath, Supreme Verdict, Terminus or Temporary Lockdown; control adapts its sweeper","angle 1: Curryvore's shape again: 3 Teferi, 4 Consult, 4 Narset, 4 Chant, 2 Scepter, 2 Day's Undoing, 4 Ending, 2 Solitude, 2 Erode, 3 Supreme Verdict, no Wrath. Proposed rule: Same sweeper rule as 10962; exactly 23 in, 0 out.","Store list 19735 is Curryvore, Modern League, 2026-07-10, unclassified. Mainboard re-read: 3 Teferi, Time Raveler, 4 Consult the Star Charts, 4 Narset, 4 Orim's Chant, 2 Isochron Scepter, 2 Day's Undoing, 4 Prismatic Ending, 2 Solitude, 2 Erode, 3 Supreme Verdict, 0 Wrath of the Skies main (2 in the side), 60 cards; every count the finder quotes is right. The rule as written puts Wrath in the signature, so _holds_core is False and the list falls out with no fallout row; with one Wrath added it classifies jeskai (five of the seven engines held, nothing cast outside UWR, no excluded engine). The UWr Control ruling names Wrath as core but places no Wrath-less list explicitly, and it says control adapts its interaction to the meta; this list is the Consult, Chant, Scepter, Narset and Day's Undoing engine with its sweeper slot on Supreme Verdict and Wrath sided, the same deck in a different build under the core-and-supporting heuristic, so it is a genuine candidate rather than a re-litigation. It stands or falls with 10962, being the same rule. Re-measured over the store and the paper lists with Teferi as signature and either of Wrath, Terminus, Supreme Verdict or Temporary Lockdown: exactly 23 in (21 store, 2 paper: Jeskaiburn at Brisbane and khah1 at Dallas), 0 out, 0 other moves, 19735 among the 23; baseline 477 members (428 store)."
jeskai,UWr Control,modern-league-2026-07-1310847#Ivc,mtgo,2026-07-13,Modern League,Ivc,,false-negative,medium,post,pass3,keep,"in: the sweeper slot is Wrath, Supreme Verdict, Terminus or Temporary Lockdown; control adapts its sweeper","angle 1: Card for card 16341 (Ivc's shape), no Wrath. Proposed rule: Same sweeper rule as 10962; exactly 23 in, 0 out.","Re-read from the store: list 19867 is Ivc, Modern League, 2026-07-13, archetype None. Its mainboard is card for card 16341's (side differs only by 4 Soul-Guide Lantern for 2 plus 2 Wear/Tear): 4 Teferi, Time Raveler, 4 Narset, 4 Orim's Chant, 4 Thundertrap Trainer, 2 Day's Undoing, 4 Solitude, 4 Prismatic Ending, 4 Suppression Ray, 3 Lorien Revealed, 3 Stock Up, 2 Sink into Stupor, 3 Temporary Lockdown, 1 Supreme Verdict, and 0 Wrath of the Skies. Under config.py as written the signature is (""Teferi, Time Raveler"", ""Wrath of the Skies""), so _holds_core is False, classify_now returns None and the list is not even in the fall-out, despite holding four of the seven draw engines and casting no spell outside UWR. No adopted ruling names Ivc or places a Wrath-less list; the UWr ruling's own rationale (control adapts its interaction to the meta, so interaction is a build reading) is what the candidate applies to the sweeper slot, and the pilot's verdict on whether Wrath is core is still owed. Re-measured with a patched rule (signature Teferi only, either Wrath | Terminus | Supreme Verdict | Temporary Lockdown, supporting tier, colours and engines unchanged) over the store and paper lists: in=23 (21 MTGO, 2 paper: Jeskaiburn Brisbane and khah1 Dallas), out=0, no list moves between decks; 19867 is among the 23. That matches the finder's exactly 23 in, 0 out, and is the same rule and count the 10962 verification measured."
jeskai,UWr Control,modern-challenge-64-2026-07-1612847674#Dabol-R,mtgo,2026-07-16,Modern Challenge 64,Dabol-R,,false-negative,medium,post,pass3,keep,"in: the sweeper slot is Wrath, Supreme Verdict, Terminus or Temporary Lockdown; control adapts its sweeper","angle 1: 13th. 3 Teferi, 4 Consult the Star Charts, 3 Orim's Chant, 1 Isochron Scepter, 4 Counterspell, 4 Prismatic Ending, 4 Dress Down, 3 Spell Snare, 2 Teferi Hero, 1 Jace with 4 Terminus and 4 Brainsurge, no Wrath; nothing off-colour. Proposed rule: Same sweeper rule as 10962; exactly 23 in, 0 out.","Store id 8842 is Dabol-R, 13th, Modern Challenge 64, 2026-07-16, unclassified. Mainboard re-read from configurations matches every quoted count: 3 Teferi, Time Raveler, 4 Consult the Star Charts, 3 Orim's Chant, 1 Isochron Scepter, 4 Counterspell, 4 Prismatic Ending, 4 Dress Down, 3 Spell Snare, 2 Teferi, Hero of Dominaria, 1 Jace, 4 Terminus, 4 Brainsurge, 0 Wrath of the Skies in main or side; 60 main, 15 side, no off-colour mainboard spell (Breeding Pool is a land, Veil of Summer is sideboard). The current rule fails it on the signature alone (no Wrath, so no fallout is even recorded); it holds three of the seven engines and passes the UWR splash line. The UWr Control ruling never places a Terminus list and says control adapts its interaction to the meta, and 18 current members already run Terminus beside Wrath; this is the Consult, Chant and Scepter Azorius control deck with one sweeper swapped, from a pilot whose Wrath build was 2nd on 2026-06-18 and is already a member. Re-measured with a patched rule (signature Teferi, either Wrath, Terminus, Supreme Verdict or Temporary Lockdown): exactly 23 in (21 store, 2 paper), 0 out, 0 other moves, as the finder says. A Wrath-or-Terminus form alone admits 6 (5 store, 1 paper), 0 out. Caveat for the pilot: 13 of the 23 are Verdict or Lockdown league lists, 10 of them Ivc's and grenzos' Thundertrap Trainer builds, and Lockdown is a stretch as a sweeper; the candidate does not depend on that part of the rule."
jeskai,UWr Control,modern-league-2026-07-1710847#phillydrew215,mtgo,2026-07-17,Modern League,phillydrew215,,false-negative,medium,post,pass3,keep,"in: Wan Shi Tong is supporting, an engine 15% of members already run","angle 1: Card for card the mainboard of 8290 (2 Teferi, 2 Wrath, 4 Counterspell, 4 Path, 4 Ending, 4 Solitude, 4 Wan Shi Tong, 3 Ketramose, 4 Relic, 2 Verdict), same sideboard. Fallout 'supporting'. Proposed rule: Same as 8290: add 'Wan Shi Tong, Librarian' to the jeskai supporting tier; exactly 5 in (4 store, 1 paper), 0 out.","(1) The store holds exactly one list for phillydrew215 on 2026-07-17 in Modern League, list_id 20141, archetype null. (2) Its mainboard spells are 4 Counterspell, 4 Path to Exile, 4 Prismatic Ending, 4 Solitude, 4 Wan Shi Tong, Librarian, 4 Relic of Progenitus, 3 Ketramose, the New Dawn, 3 Spell Snare, 2 Supreme Verdict, 2 Teferi, Time Raveler, 2 Wrath of the Skies, 1 Force of Negation, and the sideboard (4 Consign, 3 Dispute, 2 Damping Sphere, 2 Subtlety, 1 Purge, 1 High Noon, 1 Narset, 1 Wrath) is identical to 8290's; every card and count the finder quotes is right. One nit: the mainboard is not card for card 8290's, the lands differ by one (3 Field of Ruin here vs 2 Field of Ruin plus 1 Demolition Field), the spells are identical. (3) classify.fallout on the list returns [('jeskai', 'supporting')]: the core Teferi plus Wrath holds, the only off-colour spell is 3 Ketramose (B/W), under the splash line, no excluded engine is present, and none of the seven supporting engines is in the mainboard (Narset is sideboard only), so the rule turns it away exactly as the finder says. (4) Under the UWr Control ruling the deck is Teferi and Wrath over a draw engine, and the seven engines were an enumeration from the data, not a closed definition; this is a UW control shell (Counterspell, Path, Ending, Solitude, Verdict, Snare, Force) whose draw engine is Wan Shi Tong (blue) with Ketramose, and no adopted ruling explicitly places a Wan Shi Tong list, so it is a genuine false negative. (5) Re-measured with the jeskai supporting tier patched to include Wan Shi Tong, Librarian over the whole store and the paper lists: exactly 5 lists change, all None to jeskai, 0 leave, and no other archetype moves: 7547 (GWT, Challenge 64 2026-05-30, Memory Deluge plus 4 Wan Shi Tong), 8290 (phillydrew215, Challenge 64 2026-06-28, 3rd), 8403 (JakeTMS, Challenge 64 2026-07-02, Loki and Bauble with 2 Wan Shi Tong), 20141 (this list), and olivierruelmailfert's Pro Tour Amsterdam list (melee:349ec9dd..., 210th), which is the same 60 spells as 8290. That is 4 store and 1 paper in, 0 out, matching the finder's figure; all five admitted lists are the blue and white control shell."
jeskai,UWr Control,melee:349ec9dd-3c9b-4f36-b3f8-b483016d3919,melee,2026-07-17,Pro Tour Amsterdam,olivierruelmailfert,,false-negative,medium,post,pass3,keep,"in: Wan Shi Tong is supporting, an engine 15% of members already run","angle 1: Registered Esper Control, 210th. Card for card phillydrew215's mainboard (2 Teferi, 2 Wrath, 4 Counterspell, 4 Path, 4 Ending, 4 Solitude, 4 Wan Shi Tong, 3 Ketramose, 4 Relic, 2 Verdict, 3 Snare, 1 Force). Fallout 'supporting'. The Esper in the name is 3 Ketramose, under the splash line. Proposed rule: Same as 8290: add 'Wan Shi Tong, Librarian' to the jeskai supporting tier; exactly 5 in (4 store, 1 paper), 0 out.","Re-read from data/raw-melee via lists.every: melee:349ec9dd-3c9b-4f36-b3f8-b483016d3919 is olivierruelmailfert, Pro Tour Amsterdam, 2026-07-17, placement 210, registered ""Esper Control"", 60 mainboard and 15 sideboard, unclassified. Every quoted card and count is there: 2 Teferi, Time Raveler, 2 Wrath of the Skies, 4 Counterspell, 4 Path to Exile, 4 Prismatic Ending, 4 Solitude, 4 Wan Shi Tong, Librarian, 3 Ketramose, the New Dawn, 4 Relic of Progenitus, 2 Supreme Verdict, 3 Spell Snare, 1 Force of Negation; the mainboard diff against phillydrew215's 8290 is empty. The rule as written does what the finder says: classify.fallout returns [('jeskai', 'supporting')], the list holds none of the seven engines, and the only off-colour spells are the 3 Ketramose (no playset, under five), so the splash line passes. No adopted ruling names this list; the UWr Control ruling tracks the Teferi and Wrath shell ""over a draw engine"" and says control's interaction varies, and this is that shell on Counterspell, Path, Ending, Solitude, Verdict and Snare with Wan Shi Tong as the draw engine, so it is a genuine false negative rather than a re-litigation. Wan Shi Tong is already a card of the deck (72 of the 477 current jeskai members mainboard it). Re-measured over the store and the paper lists with 'Wan Shi Tong, Librarian' appended to the jeskai supporting tier: exactly 5 lists change, all None to jeskai, 4 store (7547 GWT 19th Challenge 64 on Memory Deluge and 4 Wan Shi Tong, 8290 phillydrew215 3rd, 8403 JakeTMS 28th on Loki, Relic and 2 Wan Shi Tong, 20141 phillydrew215 league of 17 July) and 1 paper (this list), 0 out and no member moved from another deck. The remaining Wan Shi Tong lists on Teferi and Wrath stay out on the blink engine (zturchan 3741, 3806), the playset line (bobthedog 10652) or oversize mainboards (3980, 11471). Scratch: scratchpad/pass3/verify/jeskai_wanshitong*.py."
jeskai,UWr Control,modern-league-2026-07-2110847#Simunsorx,mtgo,2026-07-21,Modern League,Simunsorx,,false-negative,medium,post,pass3,keep,"in: the sweeper slot is Wrath, Supreme Verdict, Terminus or Temporary Lockdown; control adapts its sweeper","angle 1: 3 Teferi, 3 Consult, 3 Orim's Chant, 1 Scepter, 4 Counterspell, 4 Prismatic Ending, 3 Dress Down, 3 Spell Snare, 2 Teferi Hero, 1 Jace, 2 Pest Control (2 off-colour, under the line) with 4 Terminus and 4 Brainsurge, no Wrath. Proposed rule: Same sweeper rule as 10962; exactly 23 in, 0 out.","List 20344 is in the store as Simunsorx, Modern League, 2026-07-21, archetype None, and the mainboard reads exactly as quoted: 3 Teferi, Time Raveler, 3 Consult the Star Charts, 3 Orim's Chant, 1 Isochron Scepter, 4 Counterspell, 4 Prismatic Ending, 3 Dress Down, 3 Spell Snare, 2 Teferi, Hero of Dominaria, 1 Jace, the Mind Sculptor, 2 Pest Control, 4 Terminus, 4 Brainsurge, 1 Lorien Revealed, 0 Wrath of the Skies. Pest Control is W/B on record, so the splash line on UWR sees only those 2 off-colour cards, under the line; the list holds three of the seven engines. The rule as written names Wrath of the Skies as a signature card, so _holds_core is False, the list answers to nothing and is not even in the fall-out. The ruling of 2026-09-13 defines the shell as Teferi and Wrath over an engine but never places a Wrath-less list, and the same-day ruling that a staple the shell can test without is supporting rather than core makes a Terminus-for-Wrath sweeper swap a build reading; Melee names the identical shape at Brisbane (Jeskaiburn, 111th) Azorius Control. It is a change to a signature card, so it goes to the pilot, but it is a genuine candidate and not re-litigation. Re-measured with a patched rule (signature Teferi only, either of Wrath of the Skies, Terminus, Supreme Verdict, Temporary Lockdown): 23 in (21 store, 2 paper), 0 out, no other deck moves, matching the finder and the 10962 verification. The narrower Wrath-or-Terminus form admits 6 (5 store, 1 paper), 0 out, and 20344 is among them either way. Today's 477 members all hold Wrath by construction; 18 hold Terminus beside it."
jeskai,UWr Control,modern-league-2026-07-2110847#grenzos,mtgo,2026-07-21,Modern League,grenzos,,false-negative,medium,post,pass3,keep,"in: the sweeper slot is Wrath, Supreme Verdict, Terminus or Temporary Lockdown; control adapts its sweeper","angle 1: Ivc's shape with 1 Isochron Scepter and 4 Temporary Lockdown, no Wrath. Proposed rule: Same sweeper rule as 10962; exactly 23 in, 0 out.","Store list 20372 is grenzos, Modern League, 2026-07-21, unclassified, 60-card mainboard; it reads exactly as the finder quotes: 1 Isochron Scepter, 4 Temporary Lockdown, 0 Wrath of the Skies, beside 4 Teferi, 4 Narset, 4 Orim's Chant, 4 Thundertrap Trainer, 2 Day's Undoing, no spell outside UWR and no excluded engine. It is Ivc's same-day 20375 to within 1 Scepter, 1 Sink into Stupor, 2 Suppression Ray and three lands. The config rule's signature is (Teferi, Wrath of the Skies), so _holds_core fails and classify_now returns None; with Wrath present _reason would be None, so the sweeper slot is the only thing keeping it out. The adopted UWr Control ruling does not name this list, and its own reasoning (control adapts its interaction to the meta, Discharge is a build reading) plus the shell-versus-core heuristic make a sweeper an interaction slot rather than core: grenzos's 21698 three weeks later is admitted as jeskai and differs from 20372 only by 2 Wrath and 1 Supreme Verdict in place of 3 Lockdown plus one land, so the current rule splits one pilot's deck on its sweeper. Re-measured with Teferi core and either-of Wrath/Supreme Verdict/Terminus/Temporary Lockdown, the current rule first reproducing the store with 0 disagreements: 23 in (21 store, 2 paper: Jeskaiburn Brisbane and khah1 Dallas), 0 out, 0 other moves, 20372 among the 23, matching the finder's figure. Caveat for the pilot: Wrath is written as core in the adopted ruling, so this is a ruling amendment (same one the 10962 candidate proposes), not a mechanical fix."
jeskai,UWr Control,modern-league-2026-07-2110847#Ivc,mtgo,2026-07-21,Modern League,Ivc,,false-negative,medium,post,pass3,keep,"in: the sweeper slot is Wrath, Supreme Verdict, Terminus or Temporary Lockdown; control adapts its sweeper","angle 1: Ivc's shape with 4 Temporary Lockdown and no Supreme Verdict, no Wrath. Proposed rule: Same sweeper rule as 10962; exactly 23 in, 0 out.","All five hold. (1) The store has exactly one list for Ivc, Modern League, 2026-07-21: list_id 20375, archetype None. (2) Re-read from configurations: 4 Temporary Lockdown, 0 Wrath of the Skies, 0 Supreme Verdict, 0 Terminus, with 4 Teferi, Time Raveler, 4 Narset, 4 Orim's Chant, 4 Thundertrap Trainer, 2 Day's Undoing, 4 Solitude, 4 Prismatic Ending, 4 Suppression Ray, 60 main and 15 side; the finder's counts are right. (3) The rule as written names Wrath of the Skies in the signature, so _holds_core is False and that is the only thing turning the list away: no excluded engine card, no spell outside UWR, and 4 of the 7 supporting cards held, so _reason would return None if the core held. (4) Nothing in HEURISTICS.md or CONTEXT.md mentions Ivc or Temporary Lockdown, so no adopted ruling places this list. It is the Azorius half of the shell the pilot said to track as one deck (Teferi over the Narset, Chant, Trainer and Day's Undoing draw engine), turned away on a sweeper choice, and the ruling says control adapts its interaction to the meta and interaction is a build reading. The caveat is that the ruling's own wording names Wrath as the second core card, so admitting it means widening the core to a sweeper group, which is the same pilot call the 10962 candidate asks for; this list stands or falls with that one. (5) Re-measured with classify_now over the store and the paper lists, patching jeskai to signature (Teferi,) plus either of Wrath of the Skies, Supreme Verdict, Terminus or Temporary Lockdown with supporting, colours and engines unchanged: 23 gained (21 store, 2 paper), 0 lost, 0 other archetype moves, 20375 among the 23 and every gained list previously None. Matches ""exactly 23 in, 0 out"". Script: /private/tmp/claude-501/-Users-alejandrofp-Projects-mtg-archetype-tracking/925370ac-349d-4903-89b8-292b09613824/scratchpad/pass3/verify/jeskai_20375.py."
jeskai,UWr Control,modern-league-2026-07-2210847#grenzos,mtgo,2026-07-22,Modern League,grenzos,,false-negative,medium,post,pass3,keep,"in: the sweeper slot is Wrath, Supreme Verdict, Terminus or Temporary Lockdown; control adapts its sweeper","angle 1: Card for card grenzos's 20372, no Wrath. Proposed rule: Same sweeper rule as 10962; exactly 23 in, 0 out.","All five hold. (1) The store has exactly one list for 2026-07-22, Modern League, grenzos: list_id 20426, archetype None. (2) It is card for card grenzos's 20372 (2026-07-21): 60-card mainboard and 15-card sideboard identical, dict equality on both. Main: 4 Teferi, Time Raveler, 4 Narset, Parter of Veils, 4 Orim's Chant, 4 Thundertrap Trainer, 4 Temporary Lockdown, 4 Prismatic Ending, 4 Solitude, 3 Sink into Stupor, 3 Stock Up, 3 Lorien Revealed, 2 Day's Undoing, 2 Suppression Ray, 1 Isochron Scepter over a UWr manabase (Steam Vents, Sacred Foundry, Arid Mesa); side 4 Consign to Memory, 4 Mystical Dispute, 3 Soul-Guide Lantern, 2 High Noon, 2 March of Otherworldly Light. Wrath of the Skies: 0 main, 0 side. (3) The rule as written turns it away only on the core: missing Wrath of the Skies; it holds five of the seven supporting engines, no excluded-engine card, zero off-UWR spells, so _reason would be None if the core held. It is not fall-out, since the core check fails first. (4) The UWr Control ruling names Teferi and Wrath as core but does not explicitly place Wrath-less lists; the shell heuristic (a card every list plays can still be supporting) and the ruling's own 'control adapts its interaction to the meta' language make the sweeper a slot this Azorius shell fills with Temporary Lockdown, so it is a genuine false negative, not re-litigation. It is the same deck error as 10962 and 20372, one rule fixes all three. (5) Re-measured with Teferi as the sole signature and an either-group of Wrath of the Skies, Terminus, Supreme Verdict or Temporary Lockdown, supporting tier and colour rule unchanged: jeskai 477 to 500, exactly 23 in (21 store, 2 paper: Jeskaiburn Brisbane p111, khah1 Dallas p526), 0 out, 0 moves in any other archetype; 20426 is among the 23. Measure saved at /private/tmp/claude-501/-Users-alejandrofp-Projects-mtg-archetype-tracking/925370ac-349d-4903-89b8-292b09613824/scratchpad/pass3/verify/jeskai_20426_measure.txt."
jeskai,UWr Control,modern-challenge-64-2026-08-2212852736#stefansson30952,mtgo,2026-08-22,Modern Challenge 64,stefansson30952,,false-negative,low,post,pass3,drop,in: an off-colour removal playset under five total is still control,"angle 1: 9th. The tracked shell exactly: 3 Teferi, 3 Wrath of the Skies, 4 Consult, 4 Orim's Chant, 4 Narset, 2 Isochron Scepter, 1 Day's Undoing, 4 Solitude, 2 Prismatic Ending, 2 Spell Snare, 2 Force, 1 Supreme Verdict, with 4 Fatal Push as the only card outside UWR (Marsh Flats, Godless Shrine, Watery Grave, Undercity Sewers for it). Fallout 'playset'. The playset line reads a removal spell as the other deck's card, where the UWr ruling says interaction is a build reading; the pilot's playset examples (Riddler, Flame of Anor, Teferi) are all engine or threat cards. Fatal Push sits in 2 of 477 members at 2 and 3 copies. Low because the ruling says a playset is out whatever the total. Proposed rule: No config-expressible rule: the playset line is global. Exempting removal spells (or a per-deck list holding Fatal Push) from jeskai's playset test would move exactly 10136 (store 1, paper 0): it is the only jeskai fallout list whose sole off-colour card is a removal playset; the other 12 playset rows are Frog decks and the Wilderness Reclamation deck.","Checks 1, 2, 3 and 5 hold; check 4 fails, so the candidate does not stand. The list is 10136, stefansson30952, Modern Challenge 64, 2026-08-22, 9th, unclassified, and the mainboard is exactly as quoted: 3 Teferi, 3 Wrath of the Skies, 4 Consult, 4 Orim's Chant, 4 Narset, 2 Isochron Scepter, 1 Day's Undoing, 4 Solitude, 2 Prismatic Ending, 2 Spell Snare, 2 Force of Negation, 1 Supreme Verdict, 4 Fatal Push, with Marsh Flats x4, Godless Shrine, Watery Grave and Undercity Sewers as the black sources. Fatal Push is the only spell outside UWR, so the rule as written returns fallout ('jeskai', 'playset') through the global playset clause of _beyond_splash; Fatal Push sits in 2 of 477 members (7869 at 2, 21170 at 3). Re-measured with a jeskai-only exemption of Fatal Push from the playset test: exactly one list moves, 10136 (store 1, paper 0), as the finder said. But the exemption is a re-litigation of an adopted ruling, not a deck error under it. The splash ruling of 2026-09-13 says generically that a full playset of one off-colour card is the other deck's card whatever the total, and the UWr Control ruling explicitly applies the splash line on black and green to this deck; its Discharge line says a red card inside the deck's own colours is not a membership requirement, which says nothing about off-colour removal. The finder concedes the point in its own confidence note. The population claim is also wrong: three of the other twelve playset rows are Esper control shells on 4 Fatal Push too (21898 with 3 Frog, 23325 and 10652 with Edict, Cling and Kaya's Guile), so the exemption would admit 4 Push alone and reject 4 Push plus three black cards on the five-total, a knife-edge the pilot did not draw. If a removal carve-out is wanted, it is a heuristic proposal for the pilot, not a contamination fix."
jeskai,UWr Control,modern-league-2026-08-2710983#grenzos,mtgo,2026-08-27,Modern League,grenzos,,false-negative,medium,post,pass3,keep,"in: the sweeper slot is Wrath, Supreme Verdict, Terminus or Temporary Lockdown; control adapts its sweeper","angle 1: Ivc's shape with 3 Temporary Lockdown, 1 Supreme Verdict and 1 Erode, no Wrath. Proposed rule: Same sweeper rule as 10962; exactly 23 in, 0 out.","Confirmed. Store list 22426 is grenzos, Modern League, 2026-08-27, unclassified with empty fall-out, and the only list on that date/event/pilot. Mainboard (60): 4 Narset, 4 Orim's Chant, 4 Prismatic Ending, 4 Solitude, 4 Teferi, Time Raveler, 4 Thundertrap Trainer, 3 Lorien Revealed, 3 Sink into Stupor, 3 Stock Up, 3 Temporary Lockdown, 2 Day's Undoing, 2 Suppression Ray, 1 Erode, 1 Supreme Verdict, no Wrath of the Skies in main or side, no Terminus; every count the finder quoted matches. It is card-for-card Ivc's shape (16341/16529 nonland identical apart from Erode in place of the fourth Lockdown). The rule as written needs Wrath of the Skies in the signature, so _holds_core is False and the list is neither a member nor fall-out; it holds four of the seven engines, casts nothing off UWR, and carries no excluded engine. Not placed by any adopted ruling: the UWr Control ruling names Wrath but says control adapts its interaction to the meta, and this pilot's own members 21698 and 22219 are the same 60 cards with 2 Wrath swapped in for the Lockdowns, so the Wrath-less version is the same deck with the sweeper swapped, a genuine false negative. Re-measured the patched rule (signature Teferi only, either Wrath | Terminus | Supreme Verdict | Temporary Lockdown, everything else unchanged) over the store and the paper lists with classify_now: baseline 477 members, after the patch exactly 23 in (21 store, 2 paper: Jeskaiburn Brisbane 111th, khah1 Dallas 526th), 0 out, 0 other moves, and 22426 is among the 23. Script and output at /private/tmp/claude-501/-Users-alejandrofp-Projects-mtg-archetype-tracking/925370ac-349d-4903-89b8-292b09613824/scratchpad/pass3/verify/jeskai_22426.py and jeskai_22426_measure.txt."
